country_code,country,year,emission,Fossil_Fuel_Share,Bioenergy,Charcoal,Fossil_energy,Geothermal,Hydro,Nuclear,Renewables_Biofuels,Solar_Photovoltaic,Wave_Ocean,Wind
MLT,Malta,2011,2603.42692,99.64,4.048,0,823.493,0,0,0,8.261,0.429,0,0
MLT,Malta,2012,2743.20065,99.45,6.229,0,869.662,0,0,0,11.816,1.435,0,0.006
MLT,Malta,2013,2417.98879,99.39,5.807,0,764.259,0,0,0,12.715,2.534,0,0.007
MLT,Malta,2014,2405.65323,99.12,8.047,0,761.68,0,0,0,18.57,5.88,0,0.005
MLT,Malta,2015,1687.28199,95.13,8.595,0,613.635,0,0,0,21.111,8.168,0,0.005
MLT,Malta,2016,1367.8482,93.69,9.916,0,548.877,0,0,0,24.589,10.996,0,0.005
MLT,Malta,2017,1531.83791,96.18,11.047,0,638.739,0,0,0,39.054,13.952,0,0.005
MLT,Malta,2018,1541.76987,96.77,13.658,0,639.126,0,0,0,45.309,16.335,0,0.005
MLT,Malta,2019,1643.88398,96.72,14.682,0,682.154,0,0,0,48.941,16.8,0,0.005
MLT,Malta,2020,1595.78301,96.84,17.541,0,640.437,0,0,0,57.413,20.367,0,0.005
MLT,Malta,2021,1606.20566,96.28,14.677,0,659.129,0,0,0,57.861,21.991,0,0.005
MLT,Malta,2022,1768.29593,96.08,16.369,0,720.096,0,0,0,64.306,24.884,0,0.005
MLT,Malta,2023,1761.70043,96.17,17.498,0,716.665,0,0,0,68.812,26.566,0,0.003
NLD,Netherlands,2004,169594.43902,95.79,1646.991,2.15,78407.743,0,8.169,985.899,1808.746,2.887,0,160.841
NLD,Netherlands,2005,165903.82827,95.09,2124.81,2.15,76575.328,0,7.567,1031.04,2270.476,3.046,0,177.7
NLD,Netherlands,2006,160200.47353,94.82,2226.206,2.15,75824.868,0,9.114,894.841,2423.477,3.142,0,235.107
NLD,Netherlands,2007,159264.44504,94.86,2230.57,2.15,75241.839,0,9.2,1083.405,2535.568,3.23,0,295.617
NLD,Netherlands,2008,162206.31801,94.54,2556.14,2.15,74198.533,2.293,8.77,1075.408,2939.244,3.406,0,366.269
NLD,Netherlands,2009,157694.19313,95.05,2845.212,2.15,72708.365,3.392,8.426,980,3311.968,3.861,0,393.863
NLD,Netherlands,2010,168286.91486,95.53,2870.254,2.15,78486.114,7.595,9.028,917.4,3314.653,4.804,0,343.348
NLD,Netherlands,2011,155658.23379,94.5,2991.282,2.15,72430.539,7.548,4.901,959.2,3514.892,8.983,0,438.536
NLD,Netherlands,2012,152425.73691,93.63,3125.865,2.15,72433.879,11.823,8.976,920,3620.65,16.392,0,428.36
NLD,Netherlands,2013,152032.93907,93.78,2895.91,2.15,71241.863,23.717,9.829,656.2,3517.454,35.253,0,483.848
NLD,Netherlands,2014,144351.08421,93.49,2793.609,6.449,66758.373,35.875,9.647,941.3,3520.232,62.353,0,498.481
NLD,Netherlands,2015,151656.70798,93.71,2768.174,6.449,67756.556,58.478,7.971,937.35,3729.647,95.316,0,649.171
NLD,Netherlands,2016,151584.73658,94.07,2748.135,6.449,69302.842,67.916,8.605,916.14,3845.679,137.731,0,702.532
NLD,Netherlands,2017,148693.36849,93.98,2832.239,6.449,70198.939,72.766,5.224,789.54,4208.73,189.54,0,908.753
NLD,Netherlands,2018,144113.473,92.89,3101.977,6.449,68134.335,89.103,6.221,812.26,4631.405,318.813,0,907.009
NLD,Netherlands,2019,139738.33679,92.37,3589.239,6.449,65629.454,132.892,6.379,910.31,5439.384,464.265,0,989.504
NLD,Netherlands,2020,123574.20721,90.41,4274.386,6.449,61663.668,147.733,3.961,955.89,6771.98,736.631,0,1313.648
NLD,Netherlands,2021,126924.25304,89.13,4939.984,6.449,62617.611,151.122,7.587,890.43,7955.3,971.958,0,1558.328
NLD,Netherlands,2022,115744.30976,87.52,4613.456,6.449,54395.71,162.379,4.299,965.858,8522.309,1432.227,0,1854.34
NLD,Netherlands,2023,105578.86401,86.81,4081.169,6.449,51899.772,162.356,5.965,930.521,9001.293,1683.421,0,2538.7
NOR,Norway,2004,35147.93829,60.21,1201.94,0,16953.132,0,9353.482,0,10704.468,0,0,21.668
NOR,Norway,2005,34842.95235,60.02,1263.934,0,17167.73,0,11667.068,0,13132.492,0,0,42.906
NOR,Norway,2006,35818.23715,61.05,1243.619,0,17712.321,0,10263.887,0,11772.343,0,0,54.686
NOR,Norway,2007,37411.69967,57.5,1234.368,0,15536.478,0,11492.347,0,13068.012,0,0,76.698
NOR,Norway,2008,36258.81548,60.39,1328.804,0,18265.676,0,11955.632,0,13690.963,0,0,78.504
NOR,Norway,2009,36297.83011,62.04,1301.342,0,18410.161,0,10772.399,0,12544.211,0,0,84.007
NOR,Norway,2010,37870.12166,61.17,1572.22,19.024,19386.05,0,10037.747,0,12134.248,0,0,75.58
NOR,Norway,2011,36839.66078,57.48,1583.165,26.07,15754.792,0,10342.132,0,12550.046,0,0,110.318
NOR,Norway,2012,36417.80647,58.18,1524.51,23.252,16978.615,0,12186.071,0,14408.616,0,0,133.104
NOR,Norway,2013,36556.71075,60.18,1394.761,26.07,18482.759,0,11017.885,0,13178.833,0,0,161.737
NOR,Norway,2014,36845.70519,58.11,1146.533,26.775,16347.225,0,11648.323,0,13627.021,0,0,190.628
NOR,Norway,2015,37293.07675,51.98,1258.782,30.298,13032.489,0,11805.847,0,13956.539,0,0,216.251
NOR,Norway,2016,36547.16843,54.86,1396.417,25.365,15321.199,0,12279.192,0,14568.659,0,0,181.943
NOR,Norway,2017,35960.50533,55.84,1647.201,25.365,16458.443,0,12241.273,0,14879.726,0,0,245.4
NOR,Norway,2018,36131.27458,55.3,1581.151,27.479,16294.398,0,11950.246,0,14657.702,0.199,0,333.35
NOR,Norway,2019,34569.22408,52.97,1727.62,26.582,14850.548,0,10772.943,0,13811.72,1.104,0,475.022
NOR,Norway,2020,32797.14819,51.84,1678.235,28.669,14517.662,0,12193.015,0,15594.198,7.078,0,852.324
NOR,Norway,2021,32581.73883,50.6,1853.292,26.946,14700.379,0,12378.781,0,16157.106,9.367,0,1011.968
NOR,Norway,2022,32243.48917,47.28,1851.122,36.168,12120.9,0,11026.64,0,15165.104,14.864,0,1273.419
NOR,Norway,2023,31007.45703,NA,1904.447,33.739,13460.238,0,11755.271,0,15962.954,30.75,0,1200.782
POL,Poland,2004,305371.31311,96.14,4116.761,0,86877.794,7.595,178.997,0,4320.78,0,0,12.237
POL,Poland,2005,305320.05029,96.18,4264.85,0,87780.658,11.369,189.242,0,4486.514,0,0,11.648
POL,Poland,2006,317886.86261,96.14,4472.658,0,92413.797,12.778,175.588,0,4694.944,0,0,22.019
POL,Poland,2007,315546.73646,95.49,4558.431,0,91872.628,10.485,202.247,0,4823.745,0,0,44.848
POL,Poland,2008,310312.44993,94.39,5287.096,0,92157.712,12.683,185.052,0,5559.413,0,0,71.952
POL,Poland,2009,299881.79506,93.54,5919.039,0,87495.45,14.331,204.225,0,6279.418,0,0,92.629
POL,Poland,2010,316847.38256,92.9,6846.7,0,93762.446,13.447,251.07,0,7314.159,0,0,143.107
POL,Poland,2011,313834.06564,92.56,7414.626,0,93173.495,12.683,200.463,0,7992.56,0.015,0,275.542
POL,Poland,2012,307585.16421,91.36,7980.398,0,88573.661,15.788,175.129,0,8677.736,0.098,0,408.133
POL,Poland,2013,303822.11007,91.58,7778.714,0,89319.277,18.582,209.705,0,8655.089,0.127,0,516.234
POL,Poland,2014,290445.17926,90.57,7716.855,0,85444.696,20.23,187.657,0,8717.706,0.593,0,659.985
POL,Poland,2015,293529.03817,90.5,7805.649,0,86073.455,21.711,157.54,0,9103.113,4.87,0,933.651
POL,Poland,2016,303894.95245,90.97,7409.545,0,90943.61,22.213,183.959,0,8909.692,10.651,0,1082.338
POL,Poland,2017,316648.33177,91.21,7277.861,0,95274.084,22.584,220.084,0,9047.198,14.227,0,1281.947
POL,Poland,2018,315248.19689,88.39,10713.619,0,96599.212,23.671,169.389,0,12285.053,25.837,0,1100.498
POL,Poland,2019,297271.2289,87.18,10864.252,0,92124.363,25.088,168.393,0,12701.968,61.107,0,1298.947
POL,Poland,2020,281986.52567,86.33,10898.148,0,89314.619,25.64,182.144,0,12950.827,168.35,0,1358.56
POL,Poland,2021,310477.48076,88,10650.685,0,95912.348,28.404,201.133,0,13066.218,338.302,0,1395.834
POL,Poland,2022,295256.88312,87.11,10214.341,0,90044.937,31.469,169.234,0,13446.85,714.503,0,1700.734
POL,Poland,2023,266974.63204,85.37,10113.188,0,82853.426,32.777,207.181,0,14070.131,955.038,0,2078.792
PRT,Portugal,2004,60358.37344,84.1,2801.079,0,22068.833,77.505,848.581,0,3799.489,0.258,0,70.192
PRT,Portugal,2005,62767.81549,85.5,2848.107,0,23100.439,65.659,406.764,0,3474.514,0.258,0,152.473
PRT,Portugal,2006,58424.47114,82.5,2928.813,0,20953.506,78.413,946.017,0,4212.534,0.413,0,251.545
PRT,Portugal,2007,55361.50984,80.8,3079.497,0,20648.287,184.055,867.753,0,4480.646,2.064,0,347.094
PRT,Portugal,2008,53400.9433,80.32,3072.803,0,20119.767,175.862,584.613,0,4329.371,3.485,0,495.046
PRT,Portugal,2009,52307.24971,79.74,3221.664,0,19418.764,168.577,712.319,0,4785.63,13.758,0,651.502
PRT,Portugal,2010,47787.45251,77.11,3045.294,0,17924.927,180.567,1388.469,0,5459.156,18.171,0,789.473
PRT,Portugal,2011,47209.55108,77.88,3094.587,0,17601.242,193.25,992.194,0,5137.875,24.07,0,787.757
PRT,Portugal,2012,45764.72654,78.07,2795.71,31.002,16785.32,134.996,483.466,0,4354.502,33.761,0,882.182
PRT,Portugal,2013,43648.14334,75.95,2807.031,21.842,16019.094,180.353,1180.603,0,5300.914,41.199,0,1033.07
PRT,Portugal,2014,43078.92402,73.47,2817.81,24.661,15591.18,188.426,1338.686,0,6107.682,53.939,0.002,1041.393
PRT,Portugal,2015,47431.71184,76.21,2898.693,24.661,16877.575,186.992,744.669,0,5566.49,68.457,0.002,998.077
PRT,Portugal,2016,46198.09842,76.15,2862.037,19.024,16384.881,157.686,1351.962,0,6229.765,74.858,0.004,1072.579
PRT,Portugal,2017,50824.65301,79.44,2887.065,20.798,18000.661,198.94,507.041,0,5456.289,85.258,0.001,1053.126
PRT,Portugal,2018,47455.50126,76.33,2904.124,20.797,16679.15,211.64,1065.636,0,6109.03,86.492,0,1084.831
PRT,Portugal,2019,43495.16539,74.45,3054.38,16.9,16228.821,197.927,758.187,0,6060.098,115.413,0,1175.146
PRT,Portugal,2020,37662.3107,70.59,3116.068,13.986,14432.847,199.172,1038.915,0,6369.492,147.514,0,1057.495
PRT,Portugal,2021,36401.13315,68.27,3292.078,18.024,13976.024,164.032,1023.864,0,6636.851,192.361,0,1136.338
PRT,Portugal,2022,36890.61165,68.59,3442.189,22.123,14190.739,179.06,561.997,0,6518.615,302.582,0,1138.78
PRT,Portugal,2023,34405.90262,64.75,3390.636,25.34,12705.951,190.957,1035.194,0,7112.619,443.692,0,1130.301
ROU,Romania,2004,84516.51607,85.01,3134.057,0,33246.583,13.471,1419.867,1431.126,4567.402,0,0,0
ROU,Romania,2005,82673.59765,84.17,3184.937,0,32295.444,17.89,1737.477,1432.932,4940.348,0,0,0.02
ROU,Romania,2006,85686.26329,85.37,3184.697,0,33849.96,17.842,1578.275,1452.794,4780.888,0,0,0.048
ROU,Romania,2007,90036.17135,83.54,3355.029,0,33013.91,19.585,1372.826,1988.564,4747.786,0,0,0.217
ROU,Romania,2008,90472.61645,80.16,3838.966,0,31406.097,25.246,1478.568,2895.787,5343.367,0.001,0,0.428
ROU,Romania,2009,76956.67794,76.87,3908.454,0,26488.68,23.55,1335.642,2979.6,5268.536,0.002,0,0.78
ROU,Romania,2010,72460.30821,75.48,4101.199,0,26159.49,22.977,1709.62,2922.83,5860.59,0.003,0,26.341
ROU,Romania,2011,79884.25687,77.96,3657.272,0,27634.272,23.813,1266.351,2978.9,5067.402,0.123,0,119.278
ROU,Romania,2012,78525.21692,76.5,3906.606,0,26638.031,23.264,1037.515,3008.49,5195.078,0.688,0,226.988
ROU,Romania,2013,68763.22629,73.99,3813.172,0,23323.852,26.034,1286.003,2922.2,5550.959,36.127,0,388.668
ROU,Romania,2014,68511.67938,73.31,3801.098,0,22680.252,28.255,1616.902,2941.2,6123.642,138.95,0,533.182
ROU,Romania,2015,67230.81643,73.89,3731.114,0,23053.92,29.115,1430.101,2940.1,5973.12,170.421,0,607.303
ROU,Romania,2016,65777.12902,73.07,3879.49,0,22757.71,36.042,1550.147,2810.7,6192.829,156.47,0,566.638
ROU,Romania,2017,68567.92434,74.08,3954.597,0,24389.606,41.847,1246.299,2907,6041.933,159.559,0,636.862
ROU,Romania,2018,68777.18167,74.13,3780.881,0,24668.343,39.771,1518.848,2877,6037.599,152.281,0,543.613
ROU,Romania,2019,65576.79473,72.96,3898.411,0,24114.386,39.712,1339.692,2846,6012.639,152.847,0,582.357
ROU,Romania,2020,62742.93877,71.75,3900.642,0,23142.118,21.337,1322.549,2887,5989.202,149.043,0,597.202
ROU,Romania,2021,66269.29691,72.47,4161.676,0,24825.83,26.463,1497.157,2866,6396.255,146.462,0,565.396
ROU,Romania,2022,64705.10926,71.79,4007.16,0,22667.378,27.226,1201.778,2822,6008.331,170.973,0,601.623
ROU,Romania,2023,61372.80831,71.13,3733.131,0,21704.412,25.347,1559.503,2867,6283.068,191.492,0,649.011
SVK,Slovakia,2004,34234.14405,71.94,368.374,0,13060.065,8.097,352.537,4554.572,729.628,0,0,0.516
SVK,Slovakia,2005,34737.21973,71.87,400.859,1.471,13319.381,8.049,398.796,4732.746,808.553,0,0,0.516
SVK,Slovakia,2006,34005.24507,70.62,444.011,0,13000.242,9.482,378.246,4812.281,834.843,0,0,0.516
SVK,Slovakia,2007,32470.43717,70.76,551.322,0,12554.25,10.461,382.717,4101.275,942.73,0,0,0.688
SVK,Slovakia,2008,32942.46113,70.24,582.753,0,12775.434,8.646,347.32,4452.193,938.569,0,0,0.602
SVK,Slovakia,2009,30557.54552,69.88,748.774,0,11647.519,8.503,375.543,3783,1131.067,0,0,0.516
SVK,Slovakia,2010,30895.6465,67.53,1577.077,0,12424.892,8.312,451.849,3853.28,2041.358,1.457,0,0.516
SVK,Slovakia,2011,30420.47595,66.13,1592.853,0,11787.142,6.401,324.866,4027,1961.987,34.136,0,0.43
SVK,Slovakia,2012,28355.29739,64.21,1709.318,0,11080.021,5.852,352.794,4050,2109.179,36.457,0,0.516
SVK,Slovakia,2013,28183.94123,64.34,1625.211,0.633,11189.294,6.52,416.853,4110.51,2105.025,50.559,0,0.516
SVK,Slovakia,2014,26007.73859,63.16,1371.635,0,10172.8,7.07,361.909,4053,1793.085,51.333,0,0.516
SVK,Slovakia,2015,26694.71345,62.04,1785.353,0,10452.703,7.094,332.416,4028,2161.412,43.508,0,0.516
SVK,Slovakia,2016,26875.25681,62.6,1815.176,0,10641.016,8.264,374.807,3894,2235.296,45.83,0,0.516
SVK,Slovakia,2017,27850.70039,63.79,1812.73,3.45,11423.017,8.575,371.797,3985,2227.401,43.508,0,0.516
SVK,Slovakia,2018,27784.53238,64.94,1713.567,2.76,11409.127,8.981,308.684,3760,2069.783,50.301,0,0.516
SVK,Slovakia,2019,26289.21637,62.43,1724.253,0.69,10612.489,9.745,374.549,4048,2197.812,50.645,0,0.516
SVK,Slovakia,2020,24110.89663,62.18,1634.004,0.69,10204.682,9.363,388.392,4044,2147.023,57.008,0,0.344
SVK,Slovakia,2021,26792.74039,63.78,1820.17,0.69,11342.798,7.213,366.122,4051.05,2325.05,57.696,0,0.43
SVK,Slovakia,2022,24609.4045,61.65,1678.028,0.69,10238.843,9.028,316.251,4096.99,2156.322,55.89,0,0.344
SVK,Slovakia,2023,23972.40664,59.79,1454.324,0.621,9872.133,8.742,402.923,4732.54,2055.164,52.021,0,0.344
SVN,Slovenia,2004,15652.99697,68.44,601.019,0,4950.347,0,352.032,1408.169,959.847,0,0,0
SVN,Slovenia,2005,15838.26706,66.98,709.52,0,5024.924,0,297.589,1517.799,1014.625,0.003,0,0
SVN,Slovenia,2006,16050.00297,68.41,630.951,0,5106.714,0,308.763,1431.126,948.065,0.012,0,0
SVN,Slovenia,2007,16197.56146,67.58,702.168,0,5100.307,0,280.823,1469.046,992.603,0.037,0,0
SVN,Slovenia,2008,17199.45529,68.11,737.446,0,5356.325,0,345.474,1618.143,1096.927,0.063,0,0
SVN,Slovenia,2009,15462.00279,68.87,694.374,0,4733.649,0,405.382,1354.686,1117.498,0.342,0,0
SVN,Slovenia,2010,15734.24535,68.16,734.533,0,4844.827,19.37,388.474,1335.24,1162.896,1.106,0,0
SVN,Slovenia,2011,15657.06192,66.55,727.166,0,4740.428,19.108,306.27,1470.482,1079.69,5.65,0,0
SVN,Slovenia,2012,15059.40319,66.78,718.676,0,4575.745,15.597,335.242,1308.132,1110.322,13.999,0,0
SVN,Slovenia,2013,14353.91347,65.53,755.07,0,4359.01,15.525,398.06,1250.9,1218.69,18.492,0,0.363
SVN,Slovenia,2014,12749.41763,61.89,659.147,0,3952.19,16.361,523.779,1499.459,1255.525,22.082,0,0.362
SVN,Slovenia,2015,12876.4509,62.75,716.873,0,4031.333,12.635,327.352,1332.2,1119.075,23.58,0,0.518
SVN,Slovenia,2016,13702.37743,64.56,707.507,0,4240.454,12.754,387.212,1348.646,1177.387,22.998,0,0.497
SVN,Slovenia,2017,13788.76504,63.82,694.73,0,4317.89,14.859,332.618,1488.1,1114.762,24.408,0,0.491
SVN,Slovenia,2018,13681.72055,64.85,678.584,0,4318.575,14.32,404.499,1364.6,1168.347,21.923,0,0.518
SVN,Slovenia,2019,13167.744,63.8,683.758,0,4197.539,14.83,385.159,1375.2,1162.213,26.057,0,0.529
SVN,Slovenia,2020,12035.84534,60.98,669.921,0,3762.456,11.398,424.253,1496.852,1194.981,31.659,0,0.537
SVN,Slovenia,2021,12243.93496,60.93,744.593,0,3940.111,11.823,405.203,1352.443,1262.896,38.961,0,0.481
SVN,Slovenia,2022,11942.24735,60.58,653.336,0,3875.446,13.718,270.723,1336.549,1053.545,55.51,0,0.493
SVN,Slovenia,2023,11314.44863,59.92,644.757,0,3593.774,13.876,431.708,1317.601,1248.435,84.64,0,0.548
ESP,Spain,2004,323707.95147000003,83.23,4728.981,0,113321.931,0.641,2672.743,16407.395,8809.626,2.042,0,1349.957
ESP,Spain,2005,337887.45368,84.83,4925.016,0,118099.045,0.361,1581.513,14842.39,8392.96,4.125,0,1820.808
ESP,Spain,2006,328700.11735,84.05,4836.334,0,116776.353,0.193,2232.072,15509.716,9156.91,10.745,0,2003.181
ESP,Spain,2007,336403.63975,84.73,5141.873,0,119369.71,0.193,2348.151,14214.015,10000.718,43.611,0,2370.421
ESP,Spain,2008,309029.61217,83.51,5348.22,0,112784.219,0.193,2008.942,15212.296,10545.269,220.292,0,2832.846
ESP,Spain,2009,274851.83673,81.54,6301.961,0,100950.416,0.193,2270.937,13783,12564.989,512.554,0,3277.472
ESP,Spain,2010,260202.00825,78.01,6560.346,0,96204.427,0.193,3637.489,16134.8,15044.345,552.451,0,3806.621
ESP,Spain,2011,262887.04406,78.76,7153.66,0,96174.053,0.193,2630.782,15044.7,14814.235,639.725,0,3690.284
ESP,Spain,2012,258787.5757,77.34,7698.85,0,93757.845,0.193,1766.552,15990.5,16123.296,704.435,0,4253.826
ESP,Spain,2013,234539.04042,75.06,6942.272,0,84907.897,0.193,3169.821,14785,17716.015,715.915,0,4784.695
ESP,Spain,2014,233893.49999,74.06,6817.915,0,81707.388,0.193,3367.884,14931.1,18064.318,706.59,0,4472.313
ESP,Spain,2015,249275.6417,75.54,6778.016,0,87049.745,0.193,2419.604,14903.2,17007.858,710.767,0,4241.187
ESP,Spain,2016,238915.57916,74.58,6506.021,0,86557.757,0.193,3129.437,15272.9,17484.887,693.339,0,4205.073
ESP,Spain,2017,253429.00951,76.29,6875.115,0,93722.323,0.193,1575.408,15131.49,16590.507,732.072,0,4224.162
ESP,Spain,2018,248062.28509,75.52,7244.592,0,92273.078,0.193,2952.193,14478.8,18163.223,677.3,0,4376.268
ESP,Spain,2019,231694.71282,74.5,7274.125,0,87999.227,0.193,2119.175,15218,18365.551,809.974,1.72,4784.781
ESP,Spain,2020,194353.56563,70.77,7029.22,0,75754.394,0.193,2623.13,15174,19089.534,1347.807,2.322,4853.31
ESP,Spain,2021,210490.13664,72.38,7306.169,0,81581.891,0.193,2547.377,14725,19825.722,1884.953,1.634,5336.285
ESP,Spain,2022,217634.52393,74.11,7251.028,0,82096.085,0.193,1512.468,15295,19611.61,2681.599,1.978,5398.452
ESP,Spain,2023,199722.01796,71.12,7988.035,0,75729.356,0.193,2149.269,14778,22447.031,3733.534,1.032,5526.655
SWE,Sweden,2004,49767.70259,39.53,7936.009,0,19026.953,0,5169.676,19987.79,13193.164,0.17,0,73.947
SWE,Sweden,2005,47303.50018,38.86,8207.021,0,18127.306,0,6259.931,18669.905,14583.477,0.183,0,80.396
SWE,Sweden,2006,47199.94572,38.77,8798.708,0,17498.505,0,5307.154,17276.956,14166.166,0.209,0,84.609
SWE,Sweden,2007,46304.34989,37.71,9145.039,0,16850.563,0,5688.643,17274.893,14957.691,0.27,0,122.614
SWE,Sweden,2008,44418.68292,38.66,9233.674,0,17124.489,0,5938.893,16480.396,15365.783,0.344,0,171.797
SWE,Sweden,2009,42507.54948,38.52,9720.049,0,15249.41,0,5662.226,12881,15573.189,0.602,0,214.187
SWE,Sweden,2010,46517.62137,40.04,10746.573,0,18334.797,0,5709.182,14498,16751.977,0.739,0,299.828
SWE,Sweden,2011,42809.5475,38.65,9948.833,0,17811.382,0,5712.296,15252,17615.802,0.946,0,525.107
SWE,Sweden,2012,40482.55261,35.62,10800.69,0,16210.663,0,6786.93,15632,19784.367,1.634,0,615.993
SWE,Sweden,2013,38870.15016,34.95,10762.239,0,15563.682,0,5276.085,15996,18366.326,3.009,0,846.26
SWE,Sweden,2014,37351.53853,34.28,10563.892,0,15013.904,0,5482.628,16362,18523.095,4.041,0,966.036
SWE,Sweden,2015,37302.52988,30.3,11014.662,0,12177.807,0,6475.708,15532,20463.361,8.34,0,1403.439
SWE,Sweden,2016,36747.94927,32.5,11463.935,0,13739.495,0,5332.55,15699,19798.451,12.296,0,1330.954
SWE,Sweden,2017,36015.19053,32,12269.255,0,13535.01,0,5601.29,16351,21086.299,19.776,0,1514.101
SWE,Sweden,2018,35752.45116,32.94,11629.863,0,14622.134,0,5349.097,16727,20194.123,34.996,0,1429.321
SWE,Sweden,2019,33992.59476,31.63,12199.417,0,13370.867,0,5620.894,16239,21401.936,58.383,0,1706.535
SWE,Sweden,2020,31262.44937,31.45,12000.195,0,11904.523,0,6224.334,12028,22574.379,90.37,0,2366.81
SWE,Sweden,2021,32477.3041,31.39,13225.536,0,12615.716,0,6352.966,12342,23968.777,131.212,0,2342.562
SWE,Sweden,2022,30067.16165,30.4,12770.28,0,11774.477,0,6007.825,12409,23796.168,170.249,0,2859.243
SWE,Sweden,2023,29687.31339,30.37,12658.006,0,11768.041,0,5691.058,11576.18,23566.499,267.756,0,2944.54
